set_num,name,year,theme_id,num_parts,matte,transparent
70366-1,Battle Suit Lance,2017,605,83,81.0,12.0
7037-1,Tower Raid,2008,193,364,376.0,2.0
70372-1,Combo NEXO Powers Wave 1,2017,605,5,4.0,1.0
7038-1,Troll Assault Wagon,2008,193,161,170.0,0.0
70400-1,Forest Ambush,2013,186,90,93.0,3.0
7040-1,Dwarves' Mine Defender,2008,193,86,90.0,0.0
70401-1,Gold Getaway,2013,186,200,205.0,6.0
70402-1,The Gatehouse Raid,2013,186,247,256.0,4.0
70403-1,Dragon Mountain,2013,186,380,393.0,13.0
70404-1,King’s Castle,2013,186,999,1010.0,16.0
70409-1,Shipwreck Defense,2015,154,84,83.0,6.0
704-1,12V Sleeper (Track) Contacts for Old Motor Type I and II,1969,242,2,2.0,0.0
70410-1,Soldiers Outpost,2015,154,164,165.0,9.0
7041-1,Troll Battle Wheel,2008,193,505,508.0,0.0
70411-1,Treasure Island,2015,154,181,188.0,8.0
70412-1,Soldiers Fort,2015,154,234,245.0,5.0
70413-1,The Brick Bounty,2015,154,743,764.0,11.0
7042-1,Dune Patrol,2004,107,37,34.0,5.0
7043-1,Firefighter,2004,108,68,65.0,6.0
704-4,Replacement Motor,1984,443,1,1.0,0.0
7044-1,Rescue Chopper,2004,107,205,196.0,15.0
7045-1,Hovercraft Hideout,2003,110,273,262.0,16.0
7046-1,Fire Command Craft,2004,108,271,260.0,15.0
7047-1,Coast Watch HQ,2003,107,366,340.0,37.0
7048-1,Troll Warship,2008,193,490,500.0,1.0
7049-1,Alien Striker,2011,127,42,39.0,7.0
70500-1,Kai's Fire Mech,2013,435,101,101.0,6.0
7050-1,Alien Defender,2011,127,104,99.0,14.0
70501-1,Samurai Bike,2013,435,210,209.0,11.0
70502-1,Cole's Power Drill,2013,435,170,176.0,3.0
70503-1,Golden Dragon,2013,435,253,253.0,10.0
70504-1,Garmatron,2013,435,327,325.0,15.0
70505-1,Temple of Light,2013,435,563,572.0,13.0
705-1,Motor Bushings,1969,242,4,4.0,0.0
7051-1,Tripod Invader,2011,127,165,164.0,8.0
7052-1,UFO Abduction,2011,127,210,187.0,31.0
705-4,Digger Bucket,1984,443,3,3.0,0.0
70588-1,Titanium Ninja Tumbler,2016,435,336,313.0,23.0
70589-1,Rock Roader,2016,435,406,390.0,46.0
70590-1,Airjitzu Battle Grounds,2016,436,652,640.0,13.0
70591-1,Kryptarium Prison Breakout,2016,435,202,214.0,5.0
70592-1,Salvage M.E.C.,2016,435,430,444.0,6.0
70593-1,The Green NRG Dragon,2016,435,560,522.0,39.0
70594-1,The Lighthouse Siege,2016,435,761,789.0,22.0
70595-1,Ultra Stealth Raider,2016,435,1076,1035.0,42.0
70596-1,Samurai X Cave Chaos,2016,435,1233,1160.0,74.0
70599-1,Cole's Dragon,2016,435,94,94.0,5.0
70600-1,Ninja Bike Chase,2016,435,231,228.0,23.0
70601-1,Sky Shark,2016,435,221,226.0,11.0
70602-1,Jay’s Elemental Dragon,2016,435,350,316.0,54.0
70603-1,Raid Zeppelin,2016,435,293,308.0,11.0
70604-1,Tiger Widow Island,2016,435,408,396.0,14.0
70605-1,Misfortune’s Keep,2016,435,753,779.0,10.0
706-1,12V Rail Contact Wire with Transformer Connector,1969,242,1,1.0,0.0
70621-1,The Vermillion Attack,2017,435,75,75.0,4.0
70622-1,Desert Lightning,2017,435,192,187.0,14.0
70623-1,Destiny's Shadow,2017,435,344,336.0,8.0
70624-1,Vermillion Invader,2017,435,304,292.0,12.0
70625-1,Samurai VXL,2017,435,414,373.0,41.0
70626-1,Dawn of Iron Doom,2017,435,680,660.0,20.0
70627-1,Dragon's Forge,2017,435,1118,1074.0,44.0
706-3,12V Rail Contact Wire with Transformer Connector with Cap,1974,242,1,1.0,0.0
706-4,Crane Grab Assembly,1984,443,3,3.0,0.0
7065-1,Alien Mothership,2011,127,415,363.0,62.0
7066-1,Earth Defense HQ,2011,127,877,787.0,121.0
7067-1,Jet-Copter Encounter,2011,127,373,354.0,35.0
70700-1,Space Swarmer,2013,146,86,82.0,11.0
7070-1,Catapult Raft,2004,286,23,22.0,1.0
70701-1,Swarm Interceptor,2013,146,217,213.0,17.0
70702-1,Warp Stinger,2013,146,307,296.0,25.0
70703-1,Star Slicer,2013,146,311,297.0,27.0
70704-1,Vermin Vaporizer,2013,146,504,492.0,37.0
70705-1,Bug Obliterator,2013,146,709,666.0,68.0
70706-1,Crater Creeper,2013,146,172,152.0,21.0
70707-1,CLS-89 Eradicator Mech,2013,146,439,417.0,37.0
70708-1,Hive Crawler,2013,146,558,537.0,42.0
70709-1,Galactic Titan,2013,146,1010,963.0,77.0
707-1,Tile Brick Assortment,1984,443,50,50.0,0.0
7071-1,Treasure Island,2004,286,30,25.0,5.0
70720-1,Hover Hunter,2014,435,79,73.0,12.0
7072-1,Captain Kragg's Pirate Boat,2004,286,41,40.0,1.0
70721-1,Kai Fighter,2014,435,195,194.0,5.0
70722-1,OverBorg Attack,2013,435,208,192.0,17.0
70723-1,Thunder Raider,2014,435,333,335.0,12.0
70724-1,NinjaCopter,2014,435,514,489.0,27.0
70725-1,Nindroid MechDragon,2014,435,689,642.0,49.0
70726-1,Destructoid,2014,435,252,228.0,24.0
70727-1,X-1 Ninja Charger,2014,435,425,384.0,41.0
70728-1,Battle for Ninjago City,2014,435,1216,1167.0,50.0
70730-1,Chain Cycle Ambush,2015,435,298,252.0,46.0
7073-1,Pirate Dock,2004,286,63,61.0,2.0
70731-1,Jay Walker One,2015,435,385,365.0,20.0
70732-1,City of Stiix,2015,435,1067,974.0,94.0
70733-1,Blaster Bike,2015,435,211,199.0,12.0
70734-1,Master Wu Dragon,2015,435,575,598.0,24.0
70735-1,Ronin R.E.X.,2015,435,545,524.0,22.0
70736-1,Attack of the Morro Dragon,2015,435,655,587.0,69.0
70737-1,Titan Mech Battle,2015,435,749,689.0,89.0
70738-1,Final Flight of Destiny’s Bounty,2015,435,1256,1249.0,66.0
70739-1,Airjitzu Kai Flyer,2015,436,47,44.0,3.0
70740-1,Airjitzu Jay Flyer,2015,436,46,42.0,4.0
7074-1,Skull Island,2004,286,81,77.0,4.0
70741-1,Airjitzu Cole Flyer,2015,436,46,43.0,3.0
70742-1,Airjitzu Zane Flyer,2015,436,43,39.0,4.0
70743-1,Airjitzu Morro Flyer,2015,436,47,49.0,4.0
70744-1,Airjitzu Wrayth Flyer,2015,436,43,42.0,1.0
70745-1,Anacondrai Crusher,2015,435,218,222.0,8.0
70746-1,Condrai Copter Attack,2015,435,310,303.0,7.0
70747-1,Boulder Blaster,2015,435,234,232.0,13.0
70748-1,Titanium Dragon,2015,435,360,330.0,30.0
70749-1,Enter the Serpent,2015,435,527,518.0,10.0
70750-1,Ninja DB X,2015,435,754,739.0,16.0
7075-1,Captain Redbeard's Pirate Ship,2004,286,139,135.0,4.0
70751-1,Temple of Airjitzu,2015,435,2028,2057.0,45.0
7075-2,Captain Redbeard's Pirate Ship - Limited Edition with Motor,2004,286,2,0.0,0.0
70752-1,Jungle Trap,2015,435,58,62.0,2.0
70753-1,Lava Falls,2015,435,94,98.0,4.0
70754-1,Jay's Electromech,2015,435,152,138.0,14.0
70755-1,Jungle Raider,2015,435,187,179.0,8.0
70756-1,Dojo Showdown,2015,435,214,204.0,10.0
70778-1,Protector of Jungle,2015,360,70,52.0,20.0
70779-1,Protector of Stone,2015,360,73,58.0,20.0
70780-1,Protector of Water,2015,360,71,48.0,23.0
7078-1,King's Battle Chariot,2009,193,103,100.0,4.0
70781-1,Protector of Earth,2015,360,66,60.0,6.0
70782-1,Protector of Ice,2015,360,68,49.0,22.0
70783-1,Protector of Fire,2015,360,69,50.0,22.0
70784-1,Lewa - Master of Jungle,2015,362,85,87.0,1.0
70785-1,Pohatu - Master of Stone,2015,362,66,63.0,7.0
70786-1,Gali - Master of Water,2015,362,87,77.0,10.0
70787-1,Tahu - Master of Fire,2015,362,89,82.0,7.0
70788-1,Kopaka - Master of Ice,2015,362,96,92.0,7.0
70789-1,Onua - Master of Earth,2015,362,107,104.0,3.0
70790-1,Lord of Skull Spiders,2015,361,145,140.0,11.0
7079-1,Drawbridge Defense,2009,193,337,345.0,2.0
70791-1,Skull Warrior,2015,324,99,87.0,12.0
70792-1,Skull Slicer,2015,324,71,59.0,12.0
70793-1,Skull Basher,2015,324,72,64.0,8.0
70794-1,Skull Scorpio,2015,324,107,93.0,14.0
70795-1,Mask Maker vs. Skull Grinder,2015,324,165,129.0,36.0
70800-1,Escape Glider,2014,578,103,112.0,0.0
7080-1,Scurvy Dog and Crocodile,2004,286,7,6.0,1.0
70801-1,Melting Room,2014,578,122,116.0,17.0
70802-1,Bad Cop's Pursuit,2014,578,313,297.0,33.0
70803-1,Cloud Cuckoo Palace,2014,578,197,201.0,17.0
70804-1,Ice Cream Machine,2014,578,343,311.0,35.0
70805-1,Trash Chomper,2014,578,388,353.0,35.0
70806-1,Castle Cavalry,2014,578,423,422.0,15.0
70807-1,Metal Beard's Duel,2014,578,411,413.0,19.0
70808-1,Super Cycle Chase,2014,578,513,473.0,40.0
70809-1,Lord Business’ Hideout,2014,578,736,677.0,99.0
708-1,12V Extension Cord Pack,1970,242,3,3.0,0.0
70810-1,MetalBeard’s Sea Cow,2014,578,2741,2746.0,78.0
7081-1,Harry Hardtack and Monkey,2004,286,10,9.0,2.0
70811-1,The Flying Flusher,2014,578,350,322.0,28.0
70812-1,Creative Ambush,2014,578,473,477.0,18.0
70813-1,Rescue Reinforcements,2014,578,857,841.0,51.0
70814-1,Emmet’s Constructo-Mech,2014,578,705,714.0,17.0
70815-1,Super Secret Police Dropship,2014,578,852,830.0,57.0
70816-1,"Benny’s Spaceship, Spaceship, SPACESHIP!",2014,578,933,892.0,88.0
70817-1,Batman & Super Angry Kitty Attack,2015,578,115,120.0,9.0
70818-1,Double-Decker Couch,2015,578,197,198.0,9.0
70819-1,Bad Cop Car Chase,2015,578,291,283.0,28.0
7082-1,Cannonball Jimmy and Shark,2004,286,7,6.0,2.0
708-3,Angle Brick / Landing Frame,1984,443,8,8.0,0.0
70900-1,The Joker Balloon Escape,2017,484,123,120.0,12.0
7090-1,Crossbow Attack,2007,193,54,58.0,0.0
70901-1,Mr. Freeze Ice Attack,2017,484,195,165.0,30.0
70902-1,Catwoman Catcycle Chase,2017,484,138,144.0,11.0
70903-1,The Riddler Riddle Racer,2017,484,253,236.0,28.0
70904,Clayface Splat Attack,2017,484,0,0.0,0.0
70904-1,"Clayface"" Splat Attack",2017,484,448,457.0,0.0
70905-1,The Batmobile,2017,484,580,557.0,23.0
70906,LEGO® Batman Movie - The Joker™ Notorious Lowrider,2017,484,0,0.0,0.0
70906-1,"The Joker"" Notorious Lowrider",2017,484,431,443.0,11.0
70907-1,Killer Croc Tail-Gator,2017,484,459,467.0,19.0
70908-1,The Scuttler,2017,484,774,730.0,63.0
70909-1,Batcave Break-in,2017,484,1042,994.0,48.0
709-1,Police Boat,1978,363,48,42.0,8.0
70910-1,"Scarecrow"" Special Delivery",2017,484,203,206.0,15.0
7091-1,Knights' Catapult Defense,2007,193,123,129.0,0.0
70911-1,The Penguin™ Arctic Roller,2017,484,304,306.0,16.0
70912-1,Arkham Asylum,2017,484,1621,1563.0,58.0
70913-1,"Scarecrow"" Fearful Face-off",2017,484,140,123.0,17.0
70914-1,"Bane"" Toxic Truck Attack",2017,484,365,336.0,29.0
70915-1,"Two-Face"" Double Demolition",2017,484,563,529.0,34.0
70916-1,The Batwing,2017,484,1052,994.0,58.0
709-2,Axle Assortment,1984,453,36,36.0,0.0
7092-1,Skeletons' Prison Carriage,2007,193,193,195.0,2.0
7093-1,Skeleton Tower,2007,193,401,393.0,16.0
7094-1,King's Castle Siege,2007,193,921,914.0,18.0
7097-1,Trolls' Mountain Fortress,2009,193,843,846.0,11.0
7099-1,Accessory Motor for Boats,2004,289,1,1.0,0.0
71000-0,Minifigure Series 9 [Random Bag],2013,544,0,0.0,0.0
71000-1,Waiter - Complete Set,2013,544,7,6.0,1.0
71000-10,Judge - Complete Set,2013,544,7,7.0,0.0
71000-11,Alien Avenger - Complete Set,2013,544,7,7.0,0.0
71000-12,Mermaid - Complete Set,2013,544,6,6.0,0.0
71000-13,Battle Mech - Complete Set,2013,544,6,6.0,0.0
71000-14,Mr. Good and Evil - Complete Set,2013,544,6,5.0,1.0
71000-15,Forest Maiden - Complete Set,2013,544,7,7.0,0.0
71000-16,Plumber - Complete Set,2013,544,6,6.0,0.0
71000-17,Minifigures Series 9 - Complete,2013,544,16,0.0,0.0
71000-18,Minifigure Series 9 (Box of 60),2013,544,60,0.0,0.0
71000-2,Cyclops - Complete Set,2013,544,6,6.0,0.0
71000-3,Hollywood Starlet - Complete Set,2013,544,6,6.0,0.0
71000-4,Heroic Knight - Complete Set,2013,544,10,10.0,0.0
71000-5,Roman Emperor - Complete Set,2013,544,6,6.0,0.0
71000-6,Policeman - Complete Set,2013,544,7,7.0,0.0
71000-7,Chicken Suit Guy - Complete Set,2013,544,5,5.0,0.0
71000-8,Roller Derby Girl - Complete Set,2013,544,7,7.0,0.0
71000-9,Fortune Teller - Complete Set,2013,544,7,7.0,0.0
7100-1,Samsonite Large Educational Set,1963,523,0,0.0,0.0
71001-0,Minifigure Series 10 [Random Bag],2013,545,0,0.0,0.0
71001-1,Librarian - Complete Set,2013,545,7,7.0,0.0
71001-10,Sea Captain - Complete Set,2013,545,7,7.0,0.0
71001-11,Sad Clown - Complete Set,2013,545,6,6.0,0.0
71001-12,Revolutionary Soldier - Complete Set,2013,545,6,6.0,0.0
71001-13,Baseball Fielder - Complete Set,2013,545,5,5.0,0.0
71001-14,Trendsetter - Complete Set,2013,545,7,7.0,0.0
71001-15,Painter - Complete Set,2013,545,9,9.0,0.0
71001-16,Motorcycle Mechanic - Complete Set,2013,545,6,6.0,0.0
71001-17,Minifigures Series 10 - Complete (except Mr. Gold),2013,545,16,0.0,0.0
71001-18,Minifigure Series 10 (Box of 60),2013,545,60,0.0,0.0
71001-19,Mr. Gold - Complete Set,2013,545,5,4.0,1.0
71001-2,Medusa - Complete Set,2013,545,5,5.0,0.0
71001-3,Roman Commander - Complete Set,2013,545,8,8.0,0.0
71001-4,Warrior Woman - Complete Set,2013,545,7,7.0,0.0
71001-5,Tomahawk Warrior - Complete Set,2013,545,6,6.0,0.0
71001-6,Skydiver - Complete Set,2013,545,6,6.0,0.0
71001-7,Bumblebee Girl - Complete Set,2013,545,7,6.0,1.0
71001-8,Grandpa - Complete Set,2013,545,7,7.0,0.0
71001-9,Paintball Player - Complete Set,2013,545,7,7.0,0.0
71002-0,Minifigure Series 11 [Random Bag],2013,547,0,0.0,0.0
71002-1,Barbarian - Complete Set,2013,547,7,7.0,0.0
71002-10,Welder - Complete Set,2013,547,7,7.0,0.0
71002-11,Scientist - Complete Set,2013,547,7,5.0,2.0
71002-12,Saxophone Player - Complete Set,2013,547,6,6.0,0.0
71002-13,Diner Waitress - Complete Set,2013,547,10,9.0,1.0
71002-14,Grandma - Complete Set,2013,547,7,7.0,0.0
71002-15,Constable - Complete Set,2013,547,6,6.0,0.0
71002-16,Lady Robot - Complete Set,2013,547,6,6.0,0.0
71002-17,LEGO Collectable Minifigures Series 11 - Complete,2014,547,16,0.0,0.0
71002-18,Minifigure Series 11 (Box of 60),2013,547,60,0.0,0.0
71002-2,Scarecrow - Complete Set,2013,547,7,7.0,0.0
71002-3,Pretzel Girl - Complete Set,2013,547,7,7.0,0.0
71002-4,Evil Mech - Complete Set,2013,547,8,7.0,1.0
71002-5,Island Warrior - Complete set,2013,547,8,8.0,0.0
71002-6,Gingerbread Man - Complete Set,2013,547,5,5.0,0.0
71002-7,Holiday Elf - Complete Set,2013,547,8,8.0,0.0
71002-8,Yeti - Complete Set,2013,547,5,4.0,1.0
71002-9,Mountain Climber - Complete Set,2013,547,7,7.0,0.0
71004-0,LEGO Minifigures - The LEGO Movie Series [Random Bag],2014,549,0,0.0,0.0
71004-1,Calamity Drone,2014,549,7,7.0,0.0
71004-10,Larry the Barista,2014,549,6,6.0,0.0
71004-11,Velma Staplebot,2014,549,6,6.0,0.0
71004-12,Taco Tuesday Man,2014,549,10,10.0,0.0
71004-13,'Where Are My Pants?' Guy,2014,549,6,6.0,0.0
71004-14,Wiley Fusebot,2014,549,8,8.0,0.0
71004-15,Panda Guy,2014,549,6,6.0,0.0
71004-16,Marsha Queen of the Mermaids,2014,549,7,6.0,1.0
71004-17,LEGO Minifigures - The LEGO Movie Series - Complete,2014,549,16,0.0,0.0
71004-18,LEGO Minifigures - The LEGO Movie Series - Sealed Box,2014,549,60,0.0,0.0
71004-2,President Business - Complete Set,2014,549,6,6.0,0.0
71004-3,Hard Hat Emmet,2014,549,6,6.0,0.0
71004-4,Wild West Wyldstyle,2014,549,6,6.0,0.0
71004-5,Abraham Lincoln,2014,549,6,6.0,0.0
71004-6,Mrs Scratchen-Post,2014,549,6,6.0,0.0
71004-7,Scribble-Face Bad Cop,2014,549,7,7.0,0.0
71004-8,William Shakespeare,2014,549,7,7.0,0.0
71004-9,Gail the Construction Worker,2014,549,6,6.0,0.0
71005-0,LEGO Minifigures - The Simpsons Series [Random Bag],2014,550,0,0.0,0.0
71005-1,Homer Simpson,2014,550,6,6.0,0.0
71005-10,Ralph Wiggum,2014,550,5,5.0,0.0
71005-11,Apu Nahasapeemapetilon,2014,550,5,5.0,0.0
71005-12,Nelson Muntz,2014,550,5,5.0,0.0
71005-13,Itchy,2014,550,5,5.0,0.0
71005-14,Scratchy,2014,550,6,6.0,0.0
71005-15,Chief Wiggum,2014,550,6,6.0,0.0
71005-16,Mr. Burns,2014,550,6,4.0,2.0
71005-17,LEGO Minifigures - The Simpsons Series - Complete,2014,550,16,0.0,0.0
71005-18,LEGO Minifigures - The Simpsons Series - Sealed Box,2014,550,60,0.0,0.0
71005-2,Bart Simpson,2014,550,7,7.0,0.0
71005-3,Marge Simpson,2014,550,7,7.0,0.0
71005-4,Lisa Simpson,2014,550,6,6.0,0.0
71005-5,Maggie Simpson,2014,550,4,4.0,0.0
71005-6,Grampa Simpson,2014,550,5,5.0,0.0
71005-7,Ned Flanders,2014,550,6,6.0,0.0
71005-8,Krusty the Clown,2014,550,5,5.0,0.0
71005-9,Milhouse Van Houten,2014,550,5,5.0,0.0
71006-1,The Simpsons House,2014,50,2530,2535.0,79.0
71007-0,LEGO Minifigures Series 12 [Random Bag],2014,548,0,0.0,0.0
71007-1,Wizard,2014,548,11,10.0,1.0
71007-10,Dino Tracker,2014,548,7,7.0,0.0
71007-11,Pizza Delivery Man,2014,548,7,7.0,0.0
71007-12,Rock Star,2014,548,6,6.0,0.0
71007-13,Swashbuckler,2014,548,7,7.0,0.0
71007-14,Piggy Guy,2014,548,6,6.0,0.0
71007-15,Genie Girl,2014,548,6,6.0,0.0
71007-16,Spooky Girl,2014,548,7,7.0,0.0
71007-17,LEGO Minifigures Series 12 - Complete,2014,548,16,0.0,0.0
71007-18,LEGO Minifigures Series 12 - Sealed Box,2014,548,60,0.0,0.0
71007-2,Hun Warrior,2014,548,10,10.0,0.0
71007-3,Fairytale Princess,2014,548,6,6.0,0.0
71007-4,Video Game Guy,2014,548,6,6.0,0.0
71007-5,Battle Goddess,2014,548,9,9.0,0.0
71007-6,Space Miner,2014,548,9,8.0,1.0
71007-7,Lifeguard,2014,548,7,7.0,0.0
71007-8,Prospector,2014,548,7,7.0,0.0
71007-9,Jester,2014,548,7,7.0,0.0
71008-0,LEGO Minifigures - Series 13 [Random Bag],2015,551,0,0.0,0.0
71008-1,Classic King,2015,551,9,9.0,0.0
71008-10,Evil Wizard,2015,551,10,9.0,1.0
71008-11,Fencer,2015,551,6,6.0,0.0
71008-12,Samurai,2015,551,8,8.0,0.0
71008-13,Disco Diva,2015,551,8,8.0,0.0
71008-14,Hot Dog Man,2015,551,5,5.0,0.0
71008-15,Lady Cyclops,2015,551,6,6.0,0.0
71008-16,Galaxy Trooper,2015,551,8,8.0,0.0
71008-17,LEGO Minifigures Series 13 - Complete,2015,551,16,0.0,0.0
71008-18,LEGO Minifigures Series 13 - Sealed Box,2015,551,60,0.0,0.0
71008-2,Sheriff,2015,551,8,8.0,0.0
71008-3,Unicorn Girl,2015,551,7,7.0,0.0
71008-4,Snake Charmer,2015,551,7,7.0,0.0
71008-5,Goblin,2015,551,7,7.0,0.0
71008-6,Paleontologist,2015,551,7,7.0,0.0
71008-7,Alien Trooper,2015,551,6,5.0,1.0
71008-8,Egyptian Warrior,2015,551,7,7.0,0.0
71008-9,Carpenter,2015,551,7,7.0,0.0
71009-0,The Simpsons Series 2 {Random bag},2015,550,0,0.0,0.0
71009-1,Homer,2015,550,5,5.0,0.0
71009-10,Hans Moleman,2015,550,5,5.0,0.0
71009-11,Selma,2015,550,6,6.0,0.0
71009-12,Patty,2015,550,6,6.0,0.0
71009-13,Groundskeeper Willie,2015,550,5,5.0,0.0
71009-14,Edna Krabappel,2015,550,7,7.0,0.0
71009-15,Smithers,2015,550,6,6.0,0.0
71009-16,Dr Hibbert,2015,550,5,5.0,0.0
71009-17,The Simpsons Series 2 - Complete,2015,550,16,0.0,0.0
71009-18,The Simpsons Series 2 - Sealed Box,2015,550,60,0.0,0.0
71009-2,Marge,2015,550,10,11.0,0.0
71009-3,Lisa,2015,550,6,6.0,0.0
71009-4,Maggie,2015,550,4,4.0,0.0
71009-5,Bart,2015,550,6,6.0,0.0
71009-6,Milhouse,2015,550,6,6.0,0.0
71009-7,Comic Book Guy,2015,550,6,6.0,0.0
71009-8,Martin,2015,550,5,5.0,0.0
71009-9,Professor Frink,2015,550,5,4.0,1.0
710-1,Wrecker with Car,1973,397,91,82.0,9.0
71010-0,LEGO Minifigures - Series 14 {Random bag},2015,552,0,0.0,0.0
71010-1,Wolf Guy,2015,552,6,6.0,0.0
71010-10,Gargoyle,2015,552,6,6.0,0.0
71010-11,Skeleton Guy,2015,552,6,6.0,0.0
71010-12,Monster Rocker,2015,552,6,6.0,0.0
71010-13,Zombie Businessman,2015,552,7,7.0,0.0
71010-14,Banshee,2015,552,5,3.0,2.0
71010-15,Square Foot,2015,552,5,5.0,0.0
71010-16,Spider Lady,2015,552,7,6.0,1.0
71010-17,LEGO Minifigures - Series 14 - Complete,2015,552,0,0.0,0.0
71010-18,LEGO Minifigures - Series 14 - Sealed Box,2015,552,0,0.0,0.0
71010-2,Zombie Pirate,2015,552,7,7.0,0.0
71010-3,Monster Scientist,2015,552,6,5.0,1.0
71010-4,Wacky Witch,2015,552,8,8.0,0.0
71010-5,Plant Monster,2015,552,7,7.0,0.0
71010-6,Fly Monster,2015,552,5,4.0,1.0
71010-7, Spectre,2015,552,7,6.0,1.0
71010-8,Zombie Cheerleader,2015,552,7,7.0,0.0
71010-9,Tiger Woman,2015,552,7,7.0,0.0
7101-1,Lightsaber Duel,1999,166,52,50.0,2.0
71011-0,LEGO Minifigures - Series 15 {Random bag},2016,554,0,0.0,0.0
71011-1,Farmer,2016,554,7,7.0,0.0
71011-10,Ballerina,2016,554,6,6.0,0.0
71011-11,Laser Mech,2016,554,9,6.0,3.0
71011-12,Kendo Fighter,2016,554,7,7.0,0.0
71011-13,Shark Suit Guy,2016,554,5,5.0,0.0
71011-14,Wrestling Champion,2016,554,6,6.0,0.0
71011-15,Jewel Thief,2016,554,8,7.0,1.0
71011-16,Queen,2016,554,8,8.0,0.0
71011-17,LEGO Minifigures - Series 15 - Complete,2016,554,0,0.0,0.0
71011-18,LEGO Minifigures - Series 15 - Sealed Box,2016,554,0,0.0,0.0
71011-2,Astronaut,2016,554,9,9.0,0.0
71011-3,Frightening Knight,2016,554,10,10.0,0.0
71011-4,Clumsy Guy,2016,554,7,7.0,0.0
71011-5,Tribal Woman,2016,554,8,8.0,0.0
71011-6,Flying Warrior,2016,554,11,11.0,0.0
71011-7,Faun,2016,554,6,6.0,0.0
71011-8,Animal Control Officer,2016,554,7,7.0,0.0
71011-9,Janitor,2016,554,7,7.0,0.0
71012-1,Stitch,2016,555,4,4.0,0.0
71012-10,Donald Duck,2016,555,6,6.0,0.0
71012-11,Minnie Mouse,2016,555,6,6.0,0.0
71012-12,Mickey Mouse,2016,555,4,4.0,0.0
71012-13,Mr. Incredible,2016,555,6,6.0,0.0
71012-14,Syndrome,2016,555,6,6.0,0.0
71012-15,Peter Pan,2016,555,7,7.0,0.0
71012-16,Captain Hook,2016,555,6,6.0,0.0
71012-17,Ursula,2016,555,6,6.0,0.0
71012-18,Ariel,2016,555,7,6.0,1.0
71012-19,LEGO Minifigures - Disney Series - Complete,2016,535,0,0.0,0.0
71012-2,Alien,2016,555,4,4.0,0.0
71012-3,Buzz Lightyear,2016,555,8,7.0,1.0
71012-4,Aladdin,2016,555,6,6.0,0.0
71012-5,Genie,2016,555,7,7.0,0.0
71012-6,Maleficent,2016,555,10,9.0,1.0
71012-7,Alice,2016,555,8,7.0,1.0
71012-8,Cheshire Cat,2016,555,5,5.0,0.0
71012-9,Daisy Duck,2016,555,6,6.0,0.0
71013-1,Ice Queen,2016,556,12,7.0,5.0
71013-10,Penguin Boy,2016,556,7,7.0,0.0
71013-11,Rogue,2016,556,7,7.0,0.0
71013-12,Dog Show Winner,2016,556,7,7.0,0.0
71013-13,Mariachi,2016,556,7,7.0,0.0
71013-14,Spy,2016,556,9,9.0,0.0
71013-15,Banana Guy,2016,556,5,5.0,0.0
71013-16,Babysitter,2016,556,8,8.0,0.0
71013-17,LEGO Minifigures - Series 16 - Complete,2016,556,0,0.0,0.0
71013-2,Desert Warrior,2016,556,6,6.0,0.0
71013-3,Cyborg,2016,556,8,7.0,1.0
71013-4,Cute Little Devil Set,2016,556,10,10.0,0.0
71013-5,Spooky Boy,2016,556,7,7.0,0.0
71013-6,Hiker,2016,556,8,7.0,1.0
71013-7,Wildlife Photographer,2016,556,8,8.0,0.0
71013-8,Kickboxer,2016,556,6,6.0,0.0
71013-9,Scallywag Pirate,2016,556,7,7.0,0.0
71014-1,Joachim Löw,2016,557,6,6.0,0.0
71014-10,Toni Kroos (18),2016,557,6,6.0,0.0
71014-11,Sami Khedira (6),2016,557,6,6.0,0.0
71014-12,André Schürrle (9),2016,557,6,6.0,0.0
71014-13,Marco Reus (21),2016,557,6,6.0,0.0
71014-14,Christoph Kramer (20),2016,557,6,6.0,0.0
71014-15,Mario Götze (19),2016,557,6,6.0,0.0
71014-16,Max Kruse (23),2016,557,6,6.0,0.0
71014-17,DFB Series - Complete,2016,557,0,0.0,0.0
71014-2,Manuel Neuer (1),2016,557,6,6.0,0.0
71014-3,Jérôme Boateng (17),2016,557,6,6.0,0.0
71014-4,Mats Hummels (5),2016,557,6,6.0,0.0
71014-5,Benedikt Höwedes (4),2016,557,6,6.0,0.0
71014-6,Shkodran Mustafi (2),2016,557,6,6.0,0.0
71014-7,Bastian Schweinsteiger (7),2016,557,6,6.0,0.0
71014-8,Mesut Özil (8),2016,557,6,6.0,0.0
71014-9,Thomas Müller (13),2016,557,6,6.0,0.0
71016-1,The Kwik-E-Mart,2015,50,2176,2178.0,95.0
71017-1,Lobster-Lovin’ Batman™,2017,484,7,7.0,0.0
71017-10,Pink Power Batgirl™,2017,484,8,8.0,0.0
71017-11,Red Hood™,2017,484,8,8.0,0.0
71017-12,The Eraser™,2017,484,6,6.0,0.0
71017-13,Nurse Harley Quinn™,2017,484,7,7.0,0.0
71017-14,Orca™,2017,484,5,5.0,0.0
71017-15,Zodiac Master™,2017,484,6,6.0,0.0
71017-16,Catman™,2017,484,9,9.0,0.0
71017-17,March Harriet™,2017,484,6,6.0,0.0
71017-18,The Calculator™,2017,484,8,8.0,0.0
71017-19,King Tut™,2017,484,7,7.0,0.0
71017-2,Glam Metal Batman™,2017,484,8,8.0,0.0
