inventory_id,set_num,quantity,name,year,theme_id,num_parts,_merge
1418,7906-1,1,Fireboat,2007,58,175,both
6282,7906-1,1,Fireboat,2007,58,175,both
1418,7942-1,1,Off-Road Fire Rescue,2007,58,130,both
1732,7942-1,1,Off-Road Fire Rescue,2007,58,130,both
3764,7942-1,1,Off-Road Fire Rescue,2007,58,130,both
4261,7942-1,1,Off-Road Fire Rescue,2007,58,130,both
5110,7942-1,1,Off-Road Fire Rescue,2007,58,130,both
5857,7942-1,1,Off-Road Fire Rescue,2007,58,130,both
6205,7942-1,1,Off-Road Fire Rescue,2007,58,130,both
6282,7942-1,1,Off-Road Fire Rescue,2007,58,130,both
6296,7942-1,1,Off-Road Fire Rescue,2007,58,130,both
10028,7942-1,1,Off-Road Fire Rescue,2007,58,130,both
15694,7942-1,1,Off-Road Fire Rescue,2007,58,130,both
1418,7945-1,1,Fire Station,2007,58,603,both
4261,7945-1,1,Fire Station,2007,58,603,both
6282,7945-1,1,Fire Station,2007,58,603,both
10028,7945-1,1,Fire Station,2007,58,603,both
15694,7945-1,1,Fire Station,2007,58,603,both
1421,7869-1,1,Battle for Geonosis,2011,165,335,both
1421,7913-1,1,Clone Trooper Battle Pack,2011,165,85,both
6795,7913-1,1,Clone Trooper Battle Pack,2011,165,85,both
10676,7913-1,1,Clone Trooper Battle Pack,2011,165,85,both
11786,7913-1,1,Clone Trooper Battle Pack,2011,165,85,both
1421,7914-1,1,Mandalorian Battle Pack,2011,165,68,both
6795,7914-1,1,Mandalorian Battle Pack,2011,165,68,both
10676,7914-1,1,Mandalorian Battle Pack,2011,165,68,both
14248,7914-1,1,Mandalorian Battle Pack,2011,165,68,both
1438,8148-1,1,EZ-Roadster,2008,120,44,both
1438,8149-1,1,Midnight Streak,2008,120,42,both
1438,8150-1,1,ZX Turbo,2008,120,54,both
1438,8151-1,1,Adrift Sport,2008,120,51,both
1621,8573-1,1,Nuhvok-Kal,2003,330,42,both
3292,8573-1,1,Nuhvok-Kal,2003,330,42,both
1621,8574-1,1,Tahnok-Kal,2003,330,42,both
3292,8574-1,1,Tahnok-Kal,2003,330,42,both
1634,4709-1,1,Hogwarts Castle,2001,251,696,both
2915,4709-1,1,Hogwarts Castle,2001,251,696,both
7261,4709-1,1,Hogwarts Castle,2001,251,696,both
1634,4729-1,1,Dumbledore's Office,2002,247,451,both
1634,4730-1,1,Chamber of Secrets,2002,247,597,both
2915,4730-1,1,Chamber of Secrets,2002,247,597,both
1645,1958-1,1,Windsurfer,1993,83,21,both
1645,1959-1,1,Ultra-Light,1993,68,30,both
1645,1969-1,1,Mini Robot,1993,140,38,both
1645,1970-1,1,Pirate's Gun Cart,1993,148,31,both
1645,1971-1,1,Black Knight's Battering Ram,1993,188,36,both
1649,4436-1,1,Patrol Car,2012,61,96,both
6530,4436-1,1,Patrol Car,2012,61,96,both
14011,4436-1,1,Patrol Car,2012,61,96,both
1649,4437-1,1,Police Pursuit,2012,61,129,both
6530,4437-1,1,Police Pursuit,2012,61,129,both
1680,8358-1,1,Off-Roader,2003,113,26,both
1680,8359-1,1,Desert Racer,2003,113,27,both
1680,8360-1,1,Track Racer,2003,113,23,both
1716,1517-1,1,Race Car,1989,82,32,both
1716,1518-1,1,Race Car Repair,1989,82,79,both
1726,4200-1,1,Mining 4 x 4,2012,56,101,both
1726,4201-1,1,Loader and Tipper,2012,56,138,both
1726,4202-1,1,Mining Truck,2012,52,269,both
1726,4203-1,1,Excavator Transporter,2012,56,304,both
1726,4204-1,1,The Mine,2012,56,751,both
1732,7213-1,1,Off-Road Fire Truck & Fireboat,2010,58,387,both
3764,7213-1,1,Off-Road Fire Truck & Fireboat,2010,58,387,both
1739,6807-1,1,Space Sledge with Astronaut and Robot,1985,130,24,both
1739,6822-1,1,Space Digger,1981,130,33,both
2916,6822-1,1,Space Digger,1981,130,33,both
1739,6823-1,1,Surface Transport,1983,130,27,both
2916,6823-1,1,Surface Transport,1983,130,27,both
1765,4600-1,1,Police Cruiser,2001,281,23,both
14921,4600-1,1,Police Cruiser,2001,281,23,both
1765,4604-1,1,Police Copter,2001,281,16,both
14921,4604-1,1,Police Copter,2001,281,16,both
1765,4606-1,1,Aqua Res-Q Transport,2001,284,40,both
1765,4609-1,1,Fire Attack Team,2001,283,95,both
10318,4609-1,1,Fire Attack Team,2001,283,95,both
1791,7418-1,1,Scorpion Palace,2003,300,354,both
5432,7418-1,1,Scorpion Palace,2003,300,354,both
1795,8561-1,1,Nuhvok,2002,328,41,both
6423,8561-1,1,Nuhvok,2002,328,41,both
7709,8561-1,1,Nuhvok,2002,328,41,both
13238,8561-1,1,Nuhvok,2002,328,41,both
16126,8561-1,1,Nuhvok,2002,328,41,both
1795,8562-1,1,Gahlok,2002,328,41,both
3284,8562-1,1,Gahlok,2002,328,41,both
13238,8562-1,1,Gahlok,2002,328,41,both
14524,8562-1,1,Gahlok,2002,328,41,both
16126,8562-1,1,Gahlok,2002,328,41,both
1795,8563-1,1,Tahnok,2002,328,41,both
7709,8563-1,1,Tahnok,2002,328,41,both
8025,8563-1,1,Tahnok,2002,328,41,both
16126,8563-1,1,Tahnok,2002,328,41,both
1795,8565-1,1,Kohrak,2002,328,41,both
3284,8565-1,1,Kohrak,2002,328,41,both
8025,8565-1,1,Kohrak,2002,328,41,both
16126,8565-1,1,Kohrak,2002,328,41,both
1795,8569-1,2,Krana,2002,324,0,both
1888,4886-1,1,Building Bonanza,2004,205,667,both
1888,7280-1,1,Straight & Crossroad Plates,2005,62,2,both
1888,7281-1,1,T-Junction & Curved Road Plates,2005,62,2,both
1899,60063-10,1,Advent Calendar 2014 City (Day 9) Handcart with Bread,2014,220,6,both
1899,60063-11,1,Advent Calendar 2014 City (Day 10) Small Catapult,2014,220,7,both
1899,60063-12,1,Advent Calendar 2014 City (Day 11) Policeman with Megaphone and Sheet Music,2014,220,6,both
1899,60063-13,1,Advent Calendar 2014 City (Day 12) Duck with Remote Control,2014,220,10,both
1899,60063-14,1,Advent Calendar 2014 City (Day 13) Burglar with Bag and Flashlight,2014,220,8,both
1899,60063-15,1,Advent Calendar 2014 City (Day 14) Sled,2014,220,7,both
1899,60063-16,1,Advent Calendar 2014 City (Day 15) Dog with Bone and Food Dish,2014,220,3,both
1899,60063-17,1,Advent Calendar 2014 City (Day 16) Santa's Snowmobile,2014,220,13,both
1899,60063-18,1,Advent Calendar 2014 City (Day 17) Santa's Sled with Box,2014,220,11,both
1899,60063-19,1,Advent Calendar 2014 City (Day 18) Policeman with Cup and Handcuffs,2014,220,6,both
1899,60063-2,1,Advent Calendar 2014 City (Day 1) Boy Posting Christmas Mail,2014,220,5,both
1899,60063-20,1,Advent Calendar 2014 City (Day 19) Turkey Dinner,2014,220,11,both
1899,60063-21,1,"Advent Calendar 2014 City (Day 20) Axe, Shovel and Logs",2014,220,5,both
1899,60063-22,1,Advent Calendar 2014 City (Day 21) Christmas Present and Stocking,2014,220,14,both
1899,60063-23,1,Advent Calendar 2014 City (Day 22) Christmas Tree,2014,220,21,both
1899,60063-24,1,Advent Calendar 2014 City (Day 23) Tricycle,2014,220,14,both
1899,60063-25,1,Advent Calendar 2014 City (Day 24) Santa with Bag and Cookie,2014,220,7,both
1899,60063-3,1,Advent Calendar 2014 City (Day 2) Mailbox with Green Frog,2014,220,8,both
1899,60063-4,1,Advent Calendar 2014 City (Day 3) Snowman,2014,220,5,both
1899,60063-5,1,Advent Calendar 2014 City (Day 4) Pie Stall,2014,220,6,both
1899,60063-6,1,Advent Calendar 2014 City (Day 5) Girl with Croissant,2014,220,5,both
1899,60063-7,1,Advent Calendar 2014 City (Day 6) Fruit Stall,2014,220,16,both
1899,60063-8,1,Advent Calendar 2014 City (Day 7) Little Shop,2014,220,18,both
1899,60063-9,1,Advent Calendar 2014 City (Day 8) Girl on Ice Skates,2014,220,6,both
1936,3350-1,1,City #1,2000,50,27,both
1936,3351-1,1,Three Minifig Pack - City #2,2000,50,24,both
1989,8827-1,1,Classic Alien - Complete Set,2012,541,6,both
1989,8827-10,1,Roman Soldier - Complete Set,2012,541,7,both
1989,8827-11,1,Surgeon - Complete Set,2012,541,7,both
1989,8827-12,1,Skater Girl - Complete Set,2012,541,8,both
1989,8827-13,1,Intergalactic Girl - Complete Set,2012,541,9,both
1989,8827-14,1,Butcher - Complete Set,2012,541,7,both
1989,8827-15,1,Mechanic - Complete Set,2012,541,7,both
1989,8827-16,1,Genie - Complete Set,2012,541,7,both
1989,8827-2,1,Highland Battler - Complete Set,2012,541,7,both
1989,8827-3,1,Sleepyhead - Complete Set,2012,541,6,both
1989,8827-4,1,Lady Liberty - Complete Set,2012,541,8,both
1989,8827-5,1,Bandit - Complete Set,2012,541,8,both
1989,8827-6,1,Flamenco Dancer - Complete Set,2012,541,6,both
1989,8827-7,1,Clockwork Robot - Complete Set,2012,541,6,both
1989,8827-8,1,Minotaur - Complete Set,2012,541,8,both
1989,8827-9,1,Leprechaun - Complete Set,2012,541,9,both
2009,8354-1,1,Exo Force Bike,2003,113,99,both
2009,8355-1,1,H.O.T. Blaster Bike,2003,113,87,both
2054,3743-1,1,Locomotive Blue Bricks,2001,238,106,both
5195,3743-1,1,Locomotive Blue Bricks,2001,238,106,both
9728,3743-1,1,Locomotive Blue Bricks,2001,238,106,both
13917,3743-1,1,Locomotive Blue Bricks,2001,238,106,both
16226,3743-1,1,Locomotive Blue Bricks,2001,238,106,both
2103,7895-1,3,Switching Tracks,2006,245,8,both
9406,7895-1,1,Switching Tracks,2006,245,8,both
11759,7895-1,1,Switching Tracks,2006,245,8,both
13661,7895-1,1,Switching Tracks,2006,245,8,both
14154,7895-1,1,Switching Tracks,2006,245,8,both
14328,7895-1,1,Switching Tracks,2006,245,8,both
14931,7895-1,1,Switching Tracks,2006,245,8,both
2103,7896-1,3,Straight & Curved Rails,2006,245,16,both
13661,7896-1,2,Straight & Curved Rails,2006,245,16,both
14154,7896-1,1,Straight & Curved Rails,2006,245,16,both
14328,7896-1,1,Straight & Curved Rails,2006,245,16,both
14931,7896-1,1,Straight & Curved Rails,2006,245,16,both
2114,9700-1,1,Technic Control Center,1987,529,472,both
2114,9750-1,1,LEGO Interface,1986,532,4,both
2114,9767-1,1,Interface Card/Cable for Apple IIe and IIGS,1989,529,1,both
2216,6016-1,1,Knights' Arsenal,1987,199,37,both
2216,6041-1,1,Armor Shop,1986,199,113,both
2239,1374-1,1,Green Goblin,2002,488,59,both
9750,1374-1,1,Green Goblin,2002,488,59,both
2239,1376-1,1,Spider-Man Action Studio,2002,488,249,both
9750,1376-1,1,Spider-Man Action Studio,2002,488,249,both
2239,4850-1,1,Spider-Man's First Chase,2003,488,190,both
2239,4851-1,1,The Origins,2003,488,219,both
2239,4852-1,1,The Final Showdown,2003,488,359,both
2258,8916-1,1,Takadox,2007,326,62,both
2258,8917-1,1,Kalmah,2007,326,53,both
2258,8918-1,1,Carapar,2007,326,50,both
2258,8919-1,1,Mantax,2007,326,58,both
2258,8920-1,1,Ehlek,2007,326,54,both
2258,8921-1,1,Pridak,2007,326,47,both
2270,3744-1,1,Locomotive Green Bricks,2001,238,106,both
3260,3744-1,1,Locomotive Green Bricks,2001,238,106,both
8558,3744-1,1,Locomotive Green Bricks,2001,238,106,both
11384,3744-1,1,Locomotive Green Bricks,2001,238,106,both
2364,8130-1,1,Terrain Crusher,2007,120,43,both
2364,8131-1,1,Raceway Rider,2007,120,50,both
2364,8132-1,1,Night Driver,2007,120,40,both
2364,8133-1,1,Rally Rider,2007,120,50,both
2382,10127-1,2,NHL Action Set with Stickers,2003,461,56,both
2382,3544-1,1,Hockey Game Set,2003,461,153,both
2427,8587-1,1,Panrahk,2003,344,45,both
3989,8587-1,1,Panrahk,2003,344,45,both
7707,8587-1,1,Panrahk,2003,344,45,both
8909,8587-1,1,Panrahk,2003,344,45,both
9620,8587-1,1,Panrahk,2003,344,45,both
2427,8588-1,1,Kurahk,2003,344,45,both
7707,8588-1,1,Kurahk,2003,344,45,both
10850,8588-1,1,Kurahk,2003,344,45,both
12113,8588-1,1,Kurahk,2003,344,45,both
14198,8588-1,1,Kurahk,2003,344,45,both
2427,8589-1,1,Lerahk,2003,344,45,both
10850,8589-1,1,Lerahk,2003,344,45,both
12113,8589-1,1,Lerahk,2003,344,45,both
14198,8589-1,1,Lerahk,2003,344,45,both
2427,8590-1,1,Guurahk,2003,344,45,both
8909,8590-1,1,Guurahk,2003,344,45,both
9620,8590-1,1,Guurahk,2003,344,45,both
2427,8591-1,1,Vorahk,2003,344,45,both
3989,8591-1,1,Vorahk,2003,344,45,both
8909,8591-1,1,Vorahk,2003,344,45,both
9620,8591-1,1,Vorahk,2003,344,45,both
2427,8592-1,1,Turahk,2003,344,45,both
10850,8592-1,1,Turahk,2003,344,45,both
12113,8592-1,1,Turahk,2003,344,45,both
14198,8592-1,1,Turahk,2003,344,45,both
2445,8512-1,1,Onyx,2000,16,38,both
15594,8512-1,1,Onyx,2000,16,38,both
2445,8514-1,1,Power,2000,16,32,both
15594,8514-1,1,Power,2000,16,32,both
2456,3800-1,1,Ultimate Builders Set,2001,260,322,both
2456,3801-1,1,Ultimate Accessories,2000,260,45,both
2456,3804-1,1,"Robotics Invention System, Version 2.0",2001,260,720,both
3705,3804-1,1,"Robotics Invention System, Version 2.0",2001,260,720,both
5955,3804-1,1,"Robotics Invention System, Version 2.0",2001,260,720,both
2481,4853-1,1,Spider-Man's Street Chase,2004,488,81,both
2481,4857-1,1,Doc Ock's Fusion Lab,2004,488,237,both
16371,4857-1,1,Doc Ock's Fusion Lab,2004,488,237,both
2488,10131-1,1,TIE Fighter Collection,2004,169,688,both
2488,4502-1,1,"X-wing Fighter (Dagobah), Blue box",2003,169,566,both
2514,4443-1,1,Coca-Cola Defender 1,2002,462,4,both
2514,4444-1,1,Coca-Cola Defender 2,2002,462,4,both
2514,4445-1,1,Coca-Cola Middle Fielder 1,2002,462,4,both
2514,4446-1,1,Coca-Cola Forward 1,2002,462,4,both
2514,4447-1,1,Coca-Cola Forward 2,2002,462,4,both
2514,4448-1,1,Coca-Cola Defender 3,2002,462,4,both
2514,4449-1,1,Coca-Cola Defender 4,2002,462,4,both
2514,4450-1,1,Coca-Cola Middle Fielder 2,2002,462,4,both
2514,4451-1,1,Coca-Cola Forward 3,2002,462,4,both
2514,4452-1,1,Coca-Cola Forward 4,2002,462,4,both
2514,4453-1,1,Coca-Cola Goal Keeper,2002,462,4,both
2514,4454-1,1,Coca-Cola Referee,2002,462,6,both
2514,4455-1,1,Coca-Cola Hotdog Girl,2002,462,6,both
2514,4456-1,1,Coca-Cola Doctor,2002,462,5,both
2514,4457-1,1,Coca-Cola TV Cameraman,2002,462,4,both
2514,4458-1,1,Coca-Cola TV Camera,2002,462,11,both
2514,4459-1,1,Coca-Cola PK Kicker,2002,462,4,both
2514,4460-1,1,Coca-Cola Goal,2002,462,7,both
2514,4461-1,1,Coca-Cola Bench,2002,462,7,both
2514,4462-1,1,Coca-Cola Hotdog Trolley,2002,462,18,both
2514,4463-1,1,Coca-Cola Light,2002,462,16,both
2514,4464-1,1,Coca-Cola Bottle Case,2002,462,7,both
2514,4465-1,1,Coca-Cola Vending Machine,2002,462,6,both
2514,4466-1,1,Coca-Cola Sign Board,2002,462,3,both
2514,4467-1,1,Coca-Cola Stretcher,2002,462,3,both
2514,4468-1,1,Coca-Cola Stand,2002,462,9,both
2514,4469-1,1,Coca-Cola Drink Stand,2002,462,8,both
2514,4470-1,1,Coca-Cola Ball,2002,462,2,both
2514,4471-1,1,Coca-Cola Secret A,2002,462,4,both
2514,4472-1,1,Coca-Cola Secret B,2002,462,4,both
2544,41548-1,1,Dribbal,2015,586,52,both
2544,41549-1,1,Gurggle,2015,586,66,both
2544,41550-1,1,Slusho,2015,586,53,both
2559,7235-2,1,Police Motorcycle - Blue Sticker Version,2008,61,28,both
6839,7235-2,1,Police Motorcycle - Blue Sticker Version,2008,61,28,both
8398,7235-2,1,Police Motorcycle - Blue Sticker Version,2008,61,28,both
10028,7235-2,1,Police Motorcycle - Blue Sticker Version,2008,61,28,both
11491,7235-2,1,Police Motorcycle - Blue Sticker Version,2008,61,28,both
12110,7235-2,1,Police Motorcycle - Blue Sticker Version,2008,61,28,both
14011,7235-2,1,Police Motorcycle - Blue Sticker Version,2008,61,28,both
2559,7236-2,1,Police Car - Blue Sticker Version,2008,61,59,both
6296,7236-2,1,Police Car - Blue Sticker Version,2008,61,59,both
10028,7236-2,1,Police Car - Blue Sticker Version,2008,61,59,both
12110,7236-2,1,Police Car - Blue Sticker Version,2008,61,59,both
2559,7245-2,1,Prisoner Transport - Blue Sticker Version,2008,61,99,both
2723,7245-2,1,Prisoner Transport - Blue Sticker Version,2008,61,99,both
6839,7245-2,1,Prisoner Transport - Blue Sticker Version,2008,61,99,both
2559,7741-1,1,Police Helicopter,2008,61,93,both
2648,7741-1,1,Police Helicopter,2008,61,93,both
2723,7741-1,1,Police Helicopter,2008,61,93,both
6205,7741-1,1,Police Helicopter,2008,61,93,both
6296,7741-1,1,Police Helicopter,2008,61,93,both
6733,7741-1,1,Police Helicopter,2008,61,93,both
7944,7741-1,1,Police Helicopter,2008,61,93,both
10028,7741-1,1,Police Helicopter,2008,61,93,both
10180,7741-1,1,Police Helicopter,2008,61,93,both
11491,7741-1,1,Police Helicopter,2008,61,93,both
12110,7741-1,1,Police Helicopter,2008,61,93,both
2577,4695-1,1,Knight Bus - Mini,2004,246,58,both
10229,4695-1,1,Knight Bus - Mini,2004,246,58,both
2577,4755-1,1,Knight Bus,2004,250,244,both
2584,75056-10,1,Advent Calendar 2014 Star Wars (Day 9) - Anakin's Jedi Starfighter,2014,225,13,both
2584,75056-11,1,Advent Calendar 2014 Star Wars (Day 10) - TIE Fighter,2014,225,11,both
2584,75056-12,1,Advent Calendar 2014 Star Wars (Day 11) - TIE Fighter Pilot,2014,225,4,both
2584,75056-13,1,Advent Calendar 2014 Star Wars (Day 12) - Luke's Landspeeder,2014,225,15,both
2584,75056-14,1,Advent Calendar 2014 Star Wars (Day 13) - Luke Skywalker,2014,225,4,both
2584,75056-15,1,Advent Calendar 2014 Star Wars (Day 14) - Moisture Vaporator ,2014,225,14,both
2584,75056-16,1,Advent Calendar 2014 Star Wars (Day 15) - Snowspeeder,2014,225,19,both
2584,75056-17,1,Advent Calendar 2014 Star Wars (Day 16) - Snowspeeder Pilot,2014,225,4,both
2584,75056-18,1,Advent Calendar 2014 Star Wars (Day 17) - Hoth Command Center,2014,225,16,both
2584,75056-19,1,Advent Calendar 2014 Star Wars (Day 18) - General Rieekan,2014,225,4,both
2584,75056-2,1,Advent Calendar 2014 Star Wars (Day 1) - Armored Assault Tank (AAT),2014,225,14,both
2584,75056-20,1,Advent Calendar 2014 Star Wars (Day 19) - Holiday Speeder Bike,2014,225,19,both
2584,75056-21,1,Advent Calendar 2014 Star Wars (Day 20) - Imperial Shuttle,2014,225,11,both
2584,75056-22,1,Advent Calendar 2014 Star Wars (Day 21) - Anakin's Y-wing Starfighter,2014,225,20,both
2584,75056-23,1,Advent Calendar 2014 Star Wars (Day 22) - Festive Astromech,2014,225,7,both
2584,75056-24,1,Advent Calendar 2014 Star Wars (Day 23) - Holiday Fireplace,2014,225,26,both
2584,75056-25,1,Advent Calendar 2014 Star Wars (Day 24) - Santa Darth Vader,2014,225,6,both
2584,75056-3,1,Advent Calendar 2014 Star Wars (Day 2) - Super Battle Droid,2014,225,4,both
2584,75056-4,1,Advent Calendar 2014 Star Wars (Day 3) - Republic Cannon,2014,225,18,both
2584,75056-5,1,Advent Calendar 2014 Star Wars (Day 4) - Clone Trooper with Santa Hat,2014,225,5,both
2584,75056-6,1,Advent Calendar 2014 Star Wars (Day 5) - Clone Trooper Weapon Station,2014,225,11,both
2584,75056-7,1,Advent Calendar 2014 Star Wars (Day 6) - Vulture Droid,2014,225,9,both
2584,75056-8,1,Advent Calendar 2014 Star Wars (Day 7) - Snowball Missle Launcher,2014,225,16,both
2584,75056-9,1,Advent Calendar 2014 Star Wars (Day 8) - Snowtrooper ,2014,225,4,both
2636,7009-1,1,The Final Joust,2007,193,62,both
11050,7009-1,1,The Final Joust,2007,193,62,both
2636,7029-1,1,Skeleton Ship Attack,2007,193,629,both
2636,7090-1,1,Crossbow Attack,2007,193,54,both
11050,7090-1,1,Crossbow Attack,2007,193,54,both
2636,7091-1,1,Knights' Catapult Defense,2007,193,123,both
11050,7091-1,1,Knights' Catapult Defense,2007,193,123,both
2636,7092-1,1,Skeletons' Prison Carriage,2007,193,193,both
11050,7092-1,1,Skeletons' Prison Carriage,2007,193,193,both
2636,7093-1,1,Skeleton Tower,2007,193,401,both
11050,7093-1,1,Skeleton Tower,2007,193,401,both
2636,7094-1,1,King's Castle Siege,2007,193,921,both
11050,7094-1,1,King's Castle Siege,2007,193,921,both
2643,4208-1,1,4 × 4 Fire Truck,2012,58,242,both
2643,4209-1,1,Fire Plane,2012,58,507,both
2643,4427-1,1,Fire ATV,2012,58,50,both
2648,7743-1,1,Police Command Center,2008,61,523,both
6733,7743-1,1,Police Command Center,2008,61,523,both
6839,7743-1,1,Police Command Center,2008,61,523,both
10435,7743-1,1,Police Command Center,2008,61,523,both
2648,7744-1,1,Police Headquarters,2008,61,957,both
6733,7744-1,1,Police Headquarters,2008,61,957,both
12110,7744-1,1,Police Headquarters,2008,61,957,both
2677,4512-1,1,Cargo Train,2003,239,546,both
5491,4512-1,1,Cargo Train,2003,239,546,both
2677,4514-1,1,Cargo Crane,2003,239,176,both
5491,4514-1,1,Cargo Crane,2003,239,176,both
2725,60041-1,1,Crook Pursuit,2014,61,38,both
2725,60042-1,1,High Speed Police Chase,2014,61,109,both
2725,60046-1,1,Helicopter Surveillance,2014,61,526,both
2738,4511-1,1,High Speed Train,2003,239,335,both
5358,4511-1,1,High Speed Train,2003,239,335,both
2738,4513-1,1,Grand Central Station,2003,239,350,both
2793,8585-1,1,Hafu,2003,335,25,both
4874,8585-1,1,Hafu,2003,335,25,both
2793,8586-1,1,Macku,2003,335,25,both
4874,8586-1,1,Macku,2003,335,25,both
2814,2995-1,1,Adventurers Car & Skeleton,1998,297,69,both
2814,2996-1,1,Adventurers Tomb,1998,297,81,both
2836,6621-1,1,Fire Truck,1984,74,39,both
8950,6621-1,1,Fire Truck,1984,74,39,both
2836,6630-1,1,Bucket Loader,1981,72,34,both
2849,6325-1,1,Package Pick-Up,1998,95,29,both
2849,6328-1,1,Helicopter Transport,1998,100,102,both
2849,6422-1,1,Telephone Repair,1998,103,48,both
2849,6486-1,1,Fire Engine,1997,98,67,both
2849,6564-1,1,Recycle Truck,1997,103,35,both
4643,6564-1,1,Recycle Truck,1997,103,35,both
2849,6565-1,1,Construction Crew,1997,97,78,both
2883,3316-10,1,"Advent Calendar 2012, Friends (Day 9) - Breakfast",2012,226,8,both
2883,3316-11,1,"Advent Calendar 2012, Friends (Day 10) - Sled Trailer #1",2012,226,10,both
2883,3316-12,1,"Advent Calendar 2012, Friends (Day 11) - Present for Dog",2012,226,8,both
2883,3316-13,1,"Advent Calendar 2012, Friends (Day 12) - Dog",2012,226,1,both
2883,3316-14,1,"Advent Calendar 2012, Friends (Day 13) - Stool and Plate with Candies",2012,226,9,both
2883,3316-15,1,"Advent Calendar 2012, Friends (Day 14) - Dog Basket with Bone",2012,226,9,both
2883,3316-16,1,"Advent Calendar 2012, Friends (Day 15) - Sled Trailer #2",2012,226,8,both
2883,3316-17,1,"Advent Calendar 2012, Friends (Day 16) - Basket with Broom and Snow Balls",2012,226,6,both
2883,3316-18,1,"Advent Calendar 2012, Friends (Day 17) - Mailbox with Letter",2012,226,8,both
2883,3316-19,1,"Advent Calendar 2012, Friends (Day 18) - Lime/White Present With Letter",2012,226,8,both
2883,3316-2,1,"Advent Calendar 2012, Friends (Day 1) - Olivia, Long Sleeve Chrismas Top",2012,226,4,both
2883,3316-20,1,"Advent Calendar 2012, Friends (Day 19) - Handbag",2012,226,1,both
2883,3316-21,1,"Advent Calendar 2012, Friends (Day 20) - Flower Arrangement",2012,226,8,both
2883,3316-22,1,"Advent Calendar 2012, Friends (Day 21) - Fireplace",2012,226,21,both
2883,3316-23,1,"Advent Calendar 2012, Friends (Day 22) - Christmas Tree",2012,226,18,both
2883,3316-24,1,"Advent Calendar 2012, Friends (Day 23) - Medium Blue/White Present with Letter",2012,226,11,both
2883,3316-25,1,"Advent Calendar 2012, Friends (Day 24) - Corner Table with Beauty Accessories",2012,226,11,both
2883,3316-3,1,"Advent Calendar 2012, Friends (Day 2) - Sled",2012,226,9,both
2883,3316-4,1,"Advent Calendar 2012, Friends (Day 3) - Street Light with Garland",2012,226,12,both
2883,3316-5,1,"Advent Calendar 2012, Friends (Day 4) - Skis and Ski Poles",2012,226,4,both
2883,3316-6,1,"Advent Calendar 2012, Friends (Day 5) - Snowman",2012,226,7,both
2883,3316-7,1,"Advent Calendar 2012, Friends (Day 6) - Christina, Red Christmas Outfit",2012,226,4,both
2883,3316-8,1,"Advent Calendar 2012, Friends (Day 7) - Friends Accessories",2012,226,20,both
2883,3316-9,1,"Advent Calendar 2012, Friends (Day 8) - Table with Stool",2012,226,9,both
2892,8984-1,1,Stronius,2009,332,55,both
2892,8985-1,1,Ackar,2009,332,55,both
2892,8986-1,1,Vastus,2009,332,52,both
2892,8987-1,1,Kiina,2009,332,43,both
2892,8988-1,1,Gelu,2009,332,52,both
2892,8989-1,1,Mata Nui,2009,332,52,both
2898,3070-1,1,Mosquito,1999,134,21,both
2898,3071-1,1,Light Flyer,1999,134,19,both
2898,3072-1,1,Mega Tack,1999,134,23,both
2898,3073-1,1,Booster,1999,134,21,both
2915,4705-1,1,Snape's Class,2001,251,167,both
7261,4705-1,1,Snape's Class,2001,251,167,both
2916,6801-1,1,Moon Buggy,1981,130,22,both
2917,4524-10,1,Advent Calendar 2002 Creator (Day  9) Space Buggy,2002,223,18,both
2917,4524-11,1,Advent Calendar 2002 Creator (Day 10) Dinosaur,2002,223,8,both
2917,4524-12,1,Advent Calendar 2002 Creator (Day 11) Speedboat,2002,223,10,both
2917,4524-13,1,Advent Calendar 2002 Creator (Day 12) Reindeer,2002,223,10,both
2917,4524-14,1,Advent Calendar 2002 Creator (Day 13) Snowman,2002,223,15,both
2917,4524-15,1,Advent Calendar 2002 Creator (Day 14) Jet Ski,2002,223,11,both
2917,4524-16,1,Advent Calendar 2002 Creator (Day 15) Duck,2002,223,10,both
2917,4524-17,1,Advent Calendar 2002 Creator (Day 16) Police Boat,2002,223,9,both
2917,4524-18,1,Advent Calendar 2002 Creator (Day 17) Whale,2002,223,9,both
2917,4524-19,1,Advent Calendar 2002 Creator (Day 18) Space Shuttle,2002,223,11,both
2917,4524-2,1,Advent Calendar 2002 Creator (Day  1) Squirrel,2002,223,10,both
2917,4524-20,1,Advent Calendar 2002 Creator (Day 19) Parrot,2002,223,9,both
2917,4524-21,1,Advent Calendar 2002 Creator (Day 20) Steamship,2002,223,10,both
2917,4524-22,1,Advent Calendar 2002 Creator (Day 21) Building,2002,223,10,both
2917,4524-23,1,Advent Calendar 2002 Creator (Day 22) Helicopter,2002,223,11,both
2917,4524-24,1,Advent Calendar 2002 Creator (Day 23) Tree,2002,223,11,both
2917,4524-25,1,Advent Calendar 2002 Creator (Day 24) Present,2002,223,8,both
2917,4524-3,1,Advent Calendar 2002 Creator (Day  2) Boy,2002,223,1,both
2917,4524-4,1,Advent Calendar 2002 Creator (Day  3) Fireplace,2002,223,11,both
2917,4524-5,1,Advent Calendar 2002 Creator (Day  4) Santa,2002,223,10,both
2917,4524-6,1,Advent Calendar 2002 Creator (Day  5) Car,2002,223,15,both
2917,4524-7,1,Advent Calendar 2002 Creator (Day  6) Penguin,2002,223,10,both
