inventory_id,set_num,quantity,name,year,theme_id,num_parts,_merge
263,7575-16,1,Advent Calendar 2004 Clikits (Day 15) Ring,2004,222,4,both
263,7575-17,1,Advent Calendar 2004 Clikits (Day 16) Necklace,2004,222,4,both
263,7575-18,1,Advent Calendar 2004 Clikits (Day 17) Bangle,2004,222,2,both
263,7575-19,1,Advent Calendar 2004 Clikits (Day 18) Paper Clip / Hair Clip,2004,222,10,both
263,7575-2,1,Advent Calendar 2004 Clikits (Day  1) Paper Clip / Hair Clip,2004,222,3,both
263,7575-20,1,Advent Calendar 2004 Clikits (Day 19) Picture Frame,2004,222,8,both
263,7575-21,1,Advent Calendar 2004 Clikits (Day 20) Hair Band,2004,222,4,both
263,7575-22,1,Advent Calendar 2004 Clikits (Day 21) Gift Tag with Icons,2004,222,4,both
263,7575-23,1,Advent Calendar 2004 Clikits (Day 22) Paper Clip / Hair Clip,2004,222,3,both
263,7575-24,1,Advent Calendar 2004 Clikits (Day 23) Hair Band,2004,222,5,both
263,7575-25,1,Advent Calendar 2004 Clikits (Day 24) Carry Case,2004,222,5,both
263,7575-3,1,Advent Calendar 2004 Clikits (Day  2) Bracelet,2004,222,4,both
263,7575-4,1,Advent Calendar 2004 Clikits (Day  3) Hair Band,2004,222,7,both
263,7575-5,1,Advent Calendar 2004 Clikits (Day  4) Ring,2004,222,10,both
263,7575-6,1,Advent Calendar 2004 Clikits (Day  5) Picture Frame,2004,222,6,both
263,7575-7,1,Advent Calendar 2004 Clikits (Day  6) Bangle,2004,222,2,both
263,7575-8,1,Advent Calendar 2004 Clikits (Day  7) Gift Tag with Icons,2004,222,4,both
263,7575-9,1,Advent Calendar 2004 Clikits (Day  8) Hair Band,2004,222,4,both
305,6299-10,1,Advent Calendar 2009 Pirates (Day  9) - Plants and Crab,2009,224,7,both
305,6299-11,1,Advent Calendar 2009 Pirates (Day 10) - Barrel with Tools,2009,224,3,both
305,6299-12,1,Advent Calendar 2009 Pirates (Day 11) - Castaway,2009,224,7,both
305,6299-13,1,Advent Calendar 2009 Pirates (Day 12) - Fish over Fire,2009,224,9,both
305,6299-14,1,Advent Calendar 2009 Pirates (Day 13) - Monkey,2009,224,2,both
305,6299-15,1,Advent Calendar 2009 Pirates (Day 14) - Mermaid,2009,224,4,both
305,6299-16,1,Advent Calendar 2009 Pirates (Day 15) - Clam and Plant,2009,224,6,both
305,6299-17,1,Advent Calendar 2009 Pirates (Day 16) - Table with Food and Rat,2009,224,8,both
305,6299-18,1,Advent Calendar 2009 Pirates (Day 17) - Imperial Soldier II,2009,224,6,both
305,6299-19,1,Advent Calendar 2009 Pirates (Day 18) - Weapon Stand,2009,224,9,both
305,6299-2,1,Advent Calendar 2009 Pirates (Day  1) - Captain Brickbeard,2009,224,6,both
305,6299-20,1,Advent Calendar 2009 Pirates (Day 19) - Pirate,2009,224,4,both
305,6299-21,1,Advent Calendar 2009 Pirates (Day 20) - Barrel and Paddle,2009,224,2,both
305,6299-22,1,Advent Calendar 2009 Pirates (Day 21) - Sawfish,2009,224,2,both
305,6299-23,1,Advent Calendar 2009 Pirates (Day 22) - Skeleton and Snake,2009,224,7,both
305,6299-24,1,Advent Calendar 2009 Pirates (Day 23) - Brick Arch with Fire and Skull,2009,224,12,both
305,6299-25,1,Advent Calendar 2009 Pirates (Day 24) - Treasure Chest with Gems,2009,224,8,both
305,6299-3,1,Advent Calendar 2009 Pirates (Day  2) - Table with Lamp and Map,2009,224,9,both
305,6299-4,1,Advent Calendar 2009 Pirates (Day  3) - Parrot on Perch,2009,224,7,both
305,6299-5,1,Advent Calendar 2009 Pirates (Day  4) - Imperial Soldier II Officer,2009,224,6,both
305,6299-6,1,Advent Calendar 2009 Pirates (Day  5) - Cannon,2009,224,8,both
305,6299-7,1,Advent Calendar 2009 Pirates (Day  6) - Crocodile,2009,224,3,both
305,6299-8,1,Advent Calendar 2009 Pirates (Day  7) - Pirate Female,2009,224,5,both
305,6299-9,1,Advent Calendar 2009 Pirates (Day  8) - Raft with Flagpole,2009,224,8,both
311,8593-1,1,Makuta,2003,347,199,both
1289,8593-1,1,Makuta,2003,347,199,both
11043,8593-1,1,Makuta,2003,347,199,both
311,8596-1,1,Takanuva,2003,347,200,both
1289,8596-1,1,Takanuva,2003,347,200,both
11043,8596-1,1,Takanuva,2003,347,200,both
398,71010-1,1,Wolf Guy,2015,552,6,both
398,71010-10,1,Gargoyle,2015,552,6,both
398,71010-11,1,Skeleton Guy,2015,552,6,both
398,71010-12,1,Monster Rocker,2015,552,6,both
398,71010-13,1,Zombie Businessman,2015,552,7,both
398,71010-14,1,Banshee,2015,552,5,both
398,71010-15,1,Square Foot,2015,552,5,both
398,71010-16,1,Spider Lady,2015,552,7,both
398,71010-2,1,Zombie Pirate,2015,552,7,both
398,71010-3,1,Monster Scientist,2015,552,6,both
398,71010-4,1,Wacky Witch,2015,552,8,both
398,71010-5,1,Plant Monster,2015,552,7,both
398,71010-6,1,Fly Monster,2015,552,5,both
398,71010-7,1, Spectre,2015,552,7,both
398,71010-8,1,Zombie Cheerleader,2015,552,7,both
398,71010-9,1,Tiger Woman,2015,552,7,both
473,8756-1,1,Sidorak,2005,347,211,both
11551,8756-1,1,Sidorak,2005,347,211,both
14790,8756-1,1,Sidorak,2005,347,211,both
15733,8756-1,1,Sidorak,2005,347,211,both
473,8762-1,1,Toa Iruini,2005,349,53,both
1131,8762-1,1,Toa Iruini,2005,349,53,both
500,9677-1,1,X-wing Starfighter & Yavin 4,2012,177,77,both
500,9678-1,1,Twin-pod Cloud Car & Bespin,2012,177,78,both
500,9679-1,1,AT-ST & Endor,2012,177,65,both
515,3741-1,1,Large Locomotive (base unit without color trim elements),2001,238,91,both
2054,3741-1,1,Large Locomotive (base unit without color trim elements),2001,238,91,both
3694,3741-1,1,Large Locomotive (base unit without color trim elements),2001,238,91,both
7487,3741-1,1,Large Locomotive (base unit without color trim elements),2001,238,91,both
7516,3741-1,1,Large Locomotive (base unit without color trim elements),2001,238,91,both
8558,3741-1,1,Large Locomotive (base unit without color trim elements),2001,238,91,both
11325,3741-1,1,Large Locomotive (base unit without color trim elements),2001,238,91,both
11384,3741-1,1,Large Locomotive (base unit without color trim elements),2001,238,91,both
13153,3741-1,1,Large Locomotive (base unit without color trim elements),2001,238,91,both
13917,3741-1,1,Large Locomotive (base unit without color trim elements),2001,238,91,both
16226,3741-1,1,Large Locomotive (base unit without color trim elements),2001,238,91,both
515,3745-1,1,Locomotive Black Bricks,2001,238,106,both
1317,3745-1,1,Locomotive Black Bricks,2001,238,106,both
4806,3745-1,1,Locomotive Black Bricks,2001,238,106,both
7487,3745-1,1,Locomotive Black Bricks,2001,238,106,both
525,7121-1,1,Naboo Swamp,1999,166,82,both
3792,7121-1,1,Naboo Swamp,1999,166,82,both
12669,7121-1,1,Naboo Swamp,1999,166,82,both
525,7151-1,1,Sith Infiltrator,1999,166,244,both
15718,7151-1,1,Sith Infiltrator,1999,166,244,both
528,6604-1,1,Formula-I Racer,1985,82,31,both
2836,6604-1,1,Formula-I Racer,1985,82,31,both
528,6622-1,1,Mailman on Motorcycle,1984,81,30,both
528,6633-1,1,Family Car,1985,85,46,both
14493,6633-1,1,Family Car,1985,85,46,both
580,3402-1,2,Grandstand with Lights,2000,462,60,both
580,3403-1,1,Fans' Grandstand with Scoreboard,2000,462,80,both
14277,3403-1,1,Fans' Grandstand with Scoreboard,2000,462,80,both
580,3406-1,1,Americas Bus,2000,462,130,both
580,3408-1,1,Super Sports Coverage,2000,462,224,both
580,3409-1,1,Championship Challenge,2000,462,293,both
7142,3409-1,1,Championship Challenge,2000,462,293,both
612,4500-1,1,Rebel Snowspeeder [Redesign] - Blue box,2003,169,216,both
612,4504-1,1,"Millennium Falcon (Redesign), Blue box",2003,169,996,both
2488,4504-1,1,"Millennium Falcon (Redesign), Blue box",2003,169,996,both
614,9441-1,1,Kai’s Blade Cycle,2012,435,187,both
3691,9441-1,1,Kai’s Blade Cycle,2012,435,187,both
614,9442-1,1,Jay's Storm Fighter,2012,435,242,both
614,9591-1,1,Weapon Pack,2012,435,73,both
695,8607-1,1,Nuhrii,2004,336,27,both
7670,8607-1,1,Nuhrii,2004,336,27,both
8471,8607-1,1,Nuhrii,2004,336,27,both
695,8611-1,1,Orkahm,2004,336,27,both
8471,8611-1,1,Orkahm,2004,336,27,both
695,8614-1,1,Vahki Nuurakh,2004,357,32,both
710,8614-1,1,Vahki Nuurakh,2004,357,32,both
5137,8614-1,1,Vahki Nuurakh,2004,357,32,both
10779,8614-1,1,Vahki Nuurakh,2004,357,32,both
695,8616-1,1,Vahki Vorzakh,2004,357,32,both
710,8616-1,1,Vahki Vorzakh,2004,357,32,both
5137,8616-1,1,Vahki Vorzakh,2004,357,32,both
695,8618-1,1,Vahki Rorzakh,2004,357,32,both
5137,8618-1,1,Vahki Rorzakh,2004,357,32,both
708,4180878,1,"Bionicle Poster 2002, Bohrok front Krana back, 420 x 295 mm",2002,501,0,both
708,8560-1,1,Pahrak,2002,328,41,both
1795,8560-1,1,Pahrak,2002,328,41,both
6423,8560-1,1,Pahrak,2002,328,41,both
7709,8560-1,1,Pahrak,2002,328,41,both
13238,8560-1,1,Pahrak,2002,328,41,both
16126,8560-1,1,Pahrak,2002,328,41,both
708,8564-1,1,Lehvak,2002,328,41,both
1795,8564-1,1,Lehvak,2002,328,41,both
3284,8564-1,1,Lehvak,2002,328,41,both
6423,8564-1,1,Lehvak,2002,328,41,both
8025,8564-1,1,Lehvak,2002,328,41,both
16126,8564-1,1,Lehvak,2002,328,41,both
710,8602-1,1,Toa Nokama,2004,353,46,both
13907,8602-1,1,Toa Nokama,2004,353,46,both
710,8606-1,1,Toa Nuju,2004,353,48,both
13907,8606-1,1,Toa Nuju,2004,353,48,both
710,8615-1,1,Vahki Bordakh,2004,357,32,both
1269,8615-1,1,Vahki Bordakh,2004,357,32,both
5137,8615-1,1,Vahki Bordakh,2004,357,32,both
9678,8615-1,1,Vahki Bordakh,2004,357,32,both
10779,8615-1,1,Vahki Bordakh,2004,357,32,both
758,6712-1,1,Sheriff's Showdown,1996,476,28,both
758,6716-1,1,Covered Wagon,1996,476,65,both
758,6755-1,1,Sheriff's Lock-Up,1996,476,177,both
766,7958-10,1,Advent Calendar 2011 Star Wars (Day  9) - X-wing Fighter,2011,225,23,both
766,7958-11,1,Advent Calendar 2011 Star Wars (Day 10) - Imperial Shuttle,2011,225,9,both
766,7958-12,1,Advent Calendar 2011 Star Wars (Day 11) - Battle Droid Pilot,2011,225,6,both
766,7958-13,1,Advent Calendar 2011 Star Wars (Day 12) - Rebel Snowspeeder,2011,225,17,both
766,7958-14,1,Advent Calendar 2011 Star Wars (Day 13) - R2-Q5,2011,225,4,both
766,7958-15,1,Advent Calendar 2011 Star Wars (Day 14) - Mouse Droid,2011,225,9,both
766,7958-16,1,Advent Calendar 2011 Star Wars (Day 15) - Republic Gunship,2011,225,14,both
766,7958-17,1,Advent Calendar 2011 Star Wars (Day 16) - Clone Pilot,2011,225,4,both
766,7958-18,1,Advent Calendar 2011 Star Wars (Day 17) - Weapon Depot,2011,225,10,both
766,7958-19,1,Advent Calendar 2011 Star Wars (Day 18) - Anakin's Y-wing Starfighter,2011,225,20,both
766,7958-2,1,Advent Calendar 2011 Star Wars (Day  1) - Republic Cruiser,2011,225,19,both
766,7958-20,1,Advent Calendar 2011 Star Wars (Day 19) - TIE Defender Pilot,2011,225,4,both
766,7958-21,1,Advent Calendar 2011 Star Wars (Day 20) - TIE Fighter,2011,225,7,both
766,7958-22,1,Advent Calendar 2011 Star Wars (Day 21) - Millennium Falcon,2011,225,13,both
766,7958-23,1,Advent Calendar 2011 Star Wars (Day 22) - A-wing Fighter,2011,225,9,both
766,7958-24,1,Advent Calendar 2011 Star Wars (Day 23) - Christmas Tree,2011,225,18,both
766,7958-25,1,Advent Calendar 2011 Star Wars (Day 24) - Santa Yoda,2011,225,7,both
766,7958-3,1,Advent Calendar 2011 Star Wars (Day  2) - Nute Gunray,2011,225,4,both
766,7958-4,1,Advent Calendar 2011 Star Wars (Day  3) - Mechno-Chair,2011,225,13,both
766,7958-5,1,Advent Calendar 2011 Star Wars (Day 4) - Separatist Spider Droid,2011,225,20,both
766,7958-6,1,Advent Calendar 2011 Star Wars (Day  5) - Boba Fett's Slave I,2011,225,20,both
766,7958-7,1,Advent Calendar 2011 Star Wars (Day  6) - Chewbacca,2011,225,3,both
766,7958-8,1,Advent Calendar 2011 Star Wars (Day  7) - Tool Depot,2011,225,9,both
766,7958-9,1,Advent Calendar 2011 Star Wars (Day 8) - Zev Senesca,2011,225,4,both
889,9490-1,1,Droid Escape,2012,169,136,both
889,9492-1,1,TIE Fighter,2012,169,413,both
889,9496-1,1,Desert Skiff,2012,169,220,both
7562,9496-1,1,Desert Skiff,2012,169,220,both
908,7030-1,1,Squad Car,2003,111,51,both
908,7031-1,1,Helicopter,2003,111,87,both
908,7032-1,1,Highway Patrol & Undercover Van,2003,111,153,both
908,7033-1,1,Armored Car Action,2003,111,179,both
908,7034-1,1,Surveillance Truck,2003,111,260,both
908,7035-1,1,Police HQ,2003,111,422,both
909,1557-1,1,Scooter,1986,130,26,both
909,1558-1,1,Mobile Command Trailer,1986,130,68,both
916,76029-1,1,Iron Man vs. Ultron,2015,487,92,both
916,76030-1,1,Avengers Hydra Showdown,2015,487,219,both
916,76031-1,1,The Hulk Buster Smash,2015,487,247,both
916,76032-1,1,The Avengers Quinjet Chase,2015,487,720,both
916,76038-1,1,Attack on Avengers Tower,2015,487,513,both
916,76041-1,1,The Hydra Fortress Smash,2015,487,404,both
920,9674-1,1,Naboo Starfighter & Naboo,2012,166,56,both
920,9675-1,1,Sebulba's Podracer & Tatooine,2012,166,80,both
920,9676-1,1,TIE Interceptor & Death Star,2012,169,65,both
962,7990-1,1,Cement Mixer,2007,56,212,both
4771,7990-1,1,Cement Mixer,2007,56,212,both
7766,7990-1,1,Cement Mixer,2007,56,212,both
10043,7990-1,1,Cement Mixer,2007,56,212,both
15980,7990-1,1,Cement Mixer,2007,56,212,both
962,7991-1,1,Garbage Truck,2007,63,205,both
10043,7991-1,1,Garbage Truck,2007,63,205,both
962,7993-1,1,Service Station,2007,50,393,both
973,8882-1,1,Power Functions XL-Motor,2008,438,1,both
7391,8882-1,1,Power Functions XL-Motor,2008,438,1,both
1130,20203-1,1,"MBA Level Two - Kit 4, Flight Designer",2011,432,145,both
9730,20203-1,1,"MBA Level Two - Kit 4, Flight Designer",2011,432,145,both
15238,20203-1,1,"MBA Level Two - Kit 4, Flight Designer",2011,432,145,both
1130,20204-1,1,"MBA Level Two - Kit 5, Creature Designer",2012,432,232,both
9730,20204-1,1,"MBA Level Two - Kit 5, Creature Designer",2012,432,232,both
15238,20204-1,1,"MBA Level Two - Kit 5, Creature Designer",2012,432,232,both
1130,20205-1,1,MBA Level Two - Kit 6 Auto Designer,2012,432,188,both
9730,20205-1,1,MBA Level Two - Kit 6 Auto Designer,2012,432,188,both
15238,20205-1,1,MBA Level Two - Kit 6 Auto Designer,2012,432,188,both
1131,8763-1,1,Toa Norik,2005,349,55,both
1159,71000-1,1,Waiter - Complete Set,2013,544,7,both
1159,71000-10,1,Judge - Complete Set,2013,544,7,both
1159,71000-11,1,Alien Avenger - Complete Set,2013,544,7,both
1159,71000-12,1,Mermaid - Complete Set,2013,544,6,both
1159,71000-13,1,Battle Mech - Complete Set,2013,544,6,both
1159,71000-14,1,Mr. Good and Evil - Complete Set,2013,544,6,both
1159,71000-15,1,Forest Maiden - Complete Set,2013,544,7,both
1159,71000-16,1,Plumber - Complete Set,2013,544,6,both
1159,71000-2,1,Cyclops - Complete Set,2013,544,6,both
1159,71000-3,1,Hollywood Starlet - Complete Set,2013,544,6,both
1159,71000-4,1,Heroic Knight - Complete Set,2013,544,10,both
1159,71000-5,1,Roman Emperor - Complete Set,2013,544,6,both
1159,71000-6,1,Policeman - Complete Set,2013,544,7,both
1159,71000-7,1,Chicken Suit Guy - Complete Set,2013,544,5,both
1159,71000-8,1,Roller Derby Girl - Complete Set,2013,544,7,both
1159,71000-9,1,Fortune Teller - Complete Set,2013,544,7,both
1203,5928-1,1,Bi-Wing Baron,1998,297,70,both
1203,5938-1,1,Oasis Ambush,1998,297,82,both
1203,5988-1,1,Pharaoh's Forbidden Ruins,1998,297,720,both
1205,7239-1,1,Fire Truck,2005,58,215,both
1418,7239-1,1,Fire Truck,2005,58,215,both
3109,7239-1,1,Fire Truck,2005,58,215,both
4261,7239-1,2,Fire Truck,2005,58,215,both
4969,7239-1,1,Fire Truck,2005,58,215,both
5857,7239-1,1,Fire Truck,2005,58,215,both
11861,7239-1,1,Fire Truck,2005,58,215,both
15192,7239-1,1,Fire Truck,2005,58,215,both
15694,7239-1,1,Fire Truck,2005,58,215,both
1205,7733-1,1,Truck & Forklift,2008,54,342,both
10043,7733-1,1,Truck & Forklift,2008,54,342,both
16023,7733-1,1,Truck & Forklift,2008,54,342,both
16034,7733-1,1,Truck & Forklift,2008,54,342,both
1238,6800-1,1,Cyber Blaster,1997,144,20,both
1238,6818-1,1,Cyborg Scout,1997,144,36,both
1238,6836-1,1,V-Wing Fighter,1997,144,40,both
7971,6836-1,1,V-Wing Fighter,1997,144,40,both
1255,8621-1,1,Turaga Dume and Nivawk,2004,347,180,both
16117,8621-1,1,Turaga Dume and Nivawk,2004,347,180,both
1255,8622-1,1,Nidhiki,2004,347,170,both
16117,8622-1,1,Nidhiki,2004,347,170,both
1255,8623-1,1,Krekka,2004,347,214,both
16117,8623-1,1,Krekka,2004,347,214,both
1268,6837-1,1,Cosmic Creeper,1998,134,57,both
1268,6905-1,1,Bi-Wing Blaster,1998,134,112,both
1269,8617-1,1,Vahki Zadakh,2004,357,32,both
5137,8617-1,1,Vahki Zadakh,2004,357,32,both
9678,8617-1,1,Vahki Zadakh,2004,357,32,both
1269,8619-1,1,Vahki Keerakh,2004,357,32,both
5137,8619-1,1,Vahki Keerakh,2004,357,32,both
9678,8619-1,1,Vahki Keerakh,2004,357,32,both
1315,3740-1,1,Small Locomotive,2001,238,66,both
1317,3740-1,1,Small Locomotive,2001,238,66,both
2270,3740-1,1,Small Locomotive,2001,238,66,both
3260,3740-1,1,Small Locomotive,2001,238,66,both
4806,3740-1,1,Small Locomotive,2001,238,66,both
5195,3740-1,1,Small Locomotive,2001,238,66,both
8837,3740-1,1,Small Locomotive,2001,238,66,both
9728,3740-1,1,Small Locomotive,2001,238,66,both
12273,3740-1,1,Small Locomotive,2001,238,66,both
14942,3740-1,1,Small Locomotive,2001,238,66,both
1315,3746-1,1,Locomotive Brown Bricks,2001,238,106,both
7516,3746-1,1,Locomotive Brown Bricks,2001,238,106,both
8837,3746-1,1,Locomotive Brown Bricks,2001,238,106,both
11325,3746-1,1,Locomotive Brown Bricks,2001,238,106,both
1317,3742-1,1,Tender Basis (without color trim elements),2001,238,41,both
2054,3742-1,1,Tender Basis (without color trim elements),2001,238,41,both
2270,3742-1,1,Tender Basis (without color trim elements),2001,238,41,both
3694,3742-1,1,Tender Basis (without color trim elements),2001,238,41,both
5195,3742-1,1,Tender Basis (without color trim elements),2001,238,41,both
7487,3742-1,1,Tender Basis (without color trim elements),2001,238,41,both
8558,3742-1,1,Tender Basis (without color trim elements),2001,238,41,both
8837,3742-1,1,Tender Basis (without color trim elements),2001,238,41,both
11325,3742-1,1,Tender Basis (without color trim elements),2001,238,41,both
13917,3742-1,1,Tender Basis (without color trim elements),2001,238,41,both
14942,3742-1,1,Tender Basis (without color trim elements),2001,238,41,both
1323,6239-1,1,Cannon Battle,2009,153,45,both
1323,6240-1,1,Kraken Attackin',2009,153,78,both
1323,6241-1,1,Loot Island,2009,153,144,both
1323,6242-1,1,Soldiers' Fort,2009,153,370,both
1323,6243-1,1,Brickbeard's Bounty,2009,153,595,both
1323,8396-1,1,Soldier's Arsenal,2009,153,17,both
1323,8397-1,1,Pirate Survival,2009,153,16,both
1334,850842-1,1,Fire Truck Holiday Bauble,2013,228,34,both
1334,850849-1,1,Friends Puppy Holiday Bauble,2013,227,29,both
1334,850850-1,1,Santa Holiday Bauble,2013,228,23,both
1334,850851-1,1,Lego Tree Holiday Bauble,2013,228,26,both
1334,850949-1,1,Christmas Snow Hut Ornament,2014,228,45,both
1334,850950-1,1,Christmas Cat Ornament,2014,228,34,both
1347,8202-1,2,Blast Off Chopper with Bungee Cord Power!,1998,3,70,both
5217,8202-1,1,Blast Off Chopper with Bungee Cord Power!,1998,3,70,both
1347,8213-1,1,Spy Runner,1998,12,92,both
1347,8226-1,1,Mud Masher / Desert Stormer,1998,11,120,both
1347,8248-1,1,Forklift,1998,7,227,both
1371,6611-1,1,Fire Chief's Car,1981,74,20,both
13427,6611-1,1,Fire Chief's Car,1981,74,20,both
1371,6623-1,1,Police Car,1983,80,40,both
1371,6624-1,1,Delivery Van,1983,70,40,both
1373,1294-1,1,Fire Helicopter,2000,50,31,both
1373,1295-1,1,Water Rider,2000,87,30,both
1373,1296-1,1,Land Scooper,2000,50,30,both
1373,1297-1,1,Speed Patroller,2000,50,34,both
1401,7235-1,1,"Police Motorcycle, Black Logo",2005,61,28,both
4430,7235-1,1,"Police Motorcycle, Black Logo",2005,61,28,both
10435,7235-1,1,"Police Motorcycle, Black Logo",2005,61,28,both
13355,7235-1,1,"Police Motorcycle, Black Logo",2005,61,28,both
1401,7236-1,1,"Police Car, Black Logo",2005,61,59,both
4430,7236-1,1,"Police Car, Black Logo",2005,61,59,both
5110,7236-1,1,"Police Car, Black Logo",2005,61,59,both
9178,7236-1,1,"Police Car, Black Logo",2005,61,59,both
13355,7236-1,1,"Police Car, Black Logo",2005,61,59,both
1401,7241-1,1,Fire Car,2005,58,47,both
1418,7241-1,1,Fire Car,2005,58,47,both
1732,7241-1,1,Fire Car,2005,58,47,both
3109,7241-1,1,Fire Car,2005,58,47,both
3764,7241-1,1,Fire Car,2005,58,47,both
4430,7241-1,1,Fire Car,2005,58,47,both
4969,7241-1,1,Fire Car,2005,58,47,both
5857,7241-1,1,Fire Car,2005,58,47,both
7151,7241-1,1,Fire Car,2005,58,47,both
11861,7241-1,1,Fire Car,2005,58,47,both
13696,7241-1,1,Fire Car,2005,58,47,both
15694,7241-1,1,Fire Car,2005,58,47,both
1418,5613-1,1,Firefighter,2008,58,25,both
5110,5613-1,1,Firefighter,2008,58,25,both
